timestamp,channel,system_slot,sfn,slot_in_frame,rnti,rapid,tx_gain,on_air_ticks,outcome
2026-06-26T12:38:09.779,Msg1_PRACH,6414,641,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:09.849,Msg1_PRACH,6574,657,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:09.879,Msg1_PRACH,6734,673,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:09.909,Msg1_PRACH,6894,689,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:09.979,Msg1_PRACH,7054,705,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.009,Msg1_PRACH,7214,721,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.040,Msg1_PRACH,7374,737,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.109,Msg1_PRACH,7534,753,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.140,Msg1_PRACH,7694,769,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.171,Msg1_PRACH,7854,785,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.240,Msg1_PRACH,8014,801,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.271,Msg1_PRACH,8174,817,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.301,Msg1_PRACH,8334,833,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.370,Msg1_PRACH,8494,849,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.401,Msg1_PRACH,8654,865,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.432,Msg1_PRACH,8814,881,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.501,Msg1_PRACH,8974,897,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.531,Msg1_PRACH,9134,913,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.562,Msg1_PRACH,9294,929,4,0x0039,0,40.0,0,transmitted
2026-06-26T12:38:10.631,Msg1_PRACH,9454,945,4,0x0039,0,40.0,0,transmitted
